trainer/global_step,_step,acc/val,_runtime,loss/val,epoch,_timestamp,acc/train_epoch,loss/train_epoch,lr-Adam,loss/train_step,acc/test,loss/test
2928,316,0.9411764740943909,3002.924240368,0.21261201798915863,100.0,1736385342.7879956,,,,,,
2928,317,,3032.160729378,,100.0,1736385372.0245209,1.0,6.399050107575022e-06,,,,
2949,318,,3036.910715697,,,1736385376.7744005,,,1e-05,,,
2949,319,,3037.024573053,,101.0,1736385376.8884106,,,,5.423983566288371e-06,,
2957,320,0.9313725233078003,3039.587597095,0.25436896085739136,101.0,1736385379.4513495,,,,,,
2957,321,,3039.59177402,,101.0,1736385379.4556544,1.0,6.7139449129172135e-06,,,,
2986,322,0.9313725233078003,3046.763320642,0.23373591899871826,102.0,1736385386.6270638,,,,,,
2986,323,,3046.767650343,,102.0,1736385386.6315181,1.0,6.59643228573259e-06,,,,
2999,324,,3050.313062739,,,1736385390.1767368,,,1e-05,,,
2999,325,,3050.427100993,,103.0,1736385390.290964,,,,5.546896773012122e-06,,
3015,326,0.9509803652763367,3053.930607397,0.20755283534526825,103.0,1736385393.7943337,,,,,,
3015,327,,3084.711223389,,103.0,1736385424.574897,1.0,6.082203071855474e-06,,,,
3044,328,0.9411764740943909,3091.956864992,0.22447094321250916,104.0,1736385431.820603,,,,,,
3044,329,,3091.961276348,,104.0,1736385431.8251507,1.0,6.187121016409947e-06,,,,
3049,330,,3094.516809984,,,1736385434.3804817,,,1e-05,,,
3049,331,,3094.630640812,,105.0,1736385434.4945076,,,,8.821339179121424e-06,,
3073,332,0.9313725233078003,3099.183596483,0.23741574585437775,105.0,1736385439.0473175,,,,,,
3073,333,,3099.187705154,,105.0,1736385439.0516121,1.0,6.434361239371356e-06,,,,
3099,334,,3104.25763499,,,1736385444.121277,,,1e-05,,,
3099,335,,3104.371764939,,106.0,1736385444.2353098,,,,7.983188879734371e-06,,
3102,336,0.9411764740943909,3106.325464025,0.22971157729625702,106.0,1736385446.189191,,,,,,
3102,337,,3138.414389133,,106.0,1736385478.2781348,1.0,5.912873803026741e-06,,,,
3131,338,0.9215686321258545,3145.478248642,0.224859356880188,107.0,1736385485.3418808,,,,,,
3131,339,,3174.693921717,,107.0,1736385514.5576038,1.0,5.910150775889633e-06,,,,
3149,340,,3178.978013705,,,1736385518.8416793,,,1e-05,,,
3149,341,,3179.092306628,,108.0,1736385518.9557874,,,,8.813915883365553e-06,,
3160,342,0.9411764740943909,3182.043513599,0.19819025695323944,108.0,1736385521.9072576,,,,,,
3160,343,,3213.364909631,,108.0,1736385553.2285967,1.0,5.8892419474432245e-06,,,,
3189,344,0.9411764740943909,3220.673963002,0.20424982905387878,109.0,1736385560.5376997,,,,,,
3189,345,,3251.028053645,,109.0,1736385590.8918266,1.0,5.57005705559277e-06,,,,
3199,346,,3254.258831809,,,1736385594.1224518,,,1e-05,,,
3199,347,,3254.373519529,,110.0,1736385594.2372885,,,,6.135494004411157e-06,,
3218,348,0.9313725233078003,3258.264600945,0.23903267085552216,110.0,1736385598.1283479,,,,,,
3218,349,,3258.268966512,,110.0,1736385598.132844,1.0,5.610703283309704e-06,,,,
3247,350,0.9509803652763367,3265.442770721,0.20707865059375763,111.0,1736385605.306516,,,,,,
3247,351,,3295.888614583,,111.0,1736385635.752355,1.0,5.5658965720795095e-06,,,,
3249,352,,3297.916879881,,,1736385637.7782297,,,1e-05,,,
3249,353,,3298.038935651,,112.0,1736385637.9024613,,,,6.1727546381007414e-06,,
3276,354,0.9215686321258545,3302.96577308,0.24260088801383972,112.0,1736385642.8295703,,,,,,
3276,355,,3333.306018514,,112.0,1736385673.1697447,1.0,5.288534339342732e-06,,,,
3299,356,,3338.095378461,,,1736385677.9590473,,,1e-05,,,
3299,357,,3338.209509405,,113.0,1736385678.0731049,,,,4.265428742655786e-06,,
3305,358,0.9411764740943909,3340.504465853,0.2330859899520874,113.0,1736385680.368228,,,,,,
3305,359,,3340.508639885,,113.0,1736385680.3725202,1.0,5.592389243247453e-06,,,,
3334,360,0.9411764740943909,3347.513931155,0.21817322075366974,114.0,1736385687.3776946,,,,,,
3334,361,,3377.809557788,,114.0,1736385717.6733098,1.0,5.072065960121108e-06,,,,
3349,362,,3381.614469548,,,1736385721.4781532,,,1e-05,,,
3349,363,,3381.728392207,,115.0,1736385721.5921574,,,,3.5725277029996505e-06,,
3363,364,0.9313725233078003,3385.008366218,0.2221897840499878,115.0,1736385724.8721461,,,,,,
3363,365,,3385.012660847,,115.0,1736385724.8765683,1.0,5.356964720704127e-06,,,,
3392,366,0.9411764740943909,3392.126356793,0.24263626337051392,116.0,1736385731.990071,,,,,,
3392,367,,3422.378898783,,116.0,1736385762.242698,1.0,5.031421551393578e-06,,,,
3399,368,,3425.193774075,,,1736385765.0574462,,,1e-05,,,
3399,369,,3425.307601728,,117.0,1736385765.1714294,,,,3.6209612517268397e-06,,
3421,370,0.9411764740943909,3429.572659119,0.22115875780582428,117.0,1736385769.4363883,,,,,,
3421,371,,3459.83620732,,117.0,1736385799.6999345,1.0,4.983502094546566e-06,,,,
3449,372,,3465.390810461,,,1736385805.254446,,,1e-05,,,
3449,373,,3465.50484038,,118.0,1736385805.3686354,,,,5.710800451197429e-06,,
3450,374,0.9313725233078003,3467.21488361,0.18322697281837463,118.0,1736385807.078634,,,,,,
3450,375,,3467.219083123,,118.0,1736385807.0829709,1.0,5.0198595999972895e-06,,,,
3479,376,0.9411764740943909,3474.399898926,0.2220010608434677,119.0,1736385814.2636561,,,,,,
3479,377,,3504.922107038,,119.0,1736385844.7858703,1.0,4.89325384478434e-06,,,,
3499,378,,3509.275814839,,,1736385849.1394541,,,1e-05,,,
3499,379,,3509.389853581,,120.0,1736385849.2532854,,,,4.3175632526981644e-06,,
3508,380,0.9411764740943909,3512.039479454,0.21165788173675537,120.0,1736385851.903265,,,,,,
3508,381,,3543.07970407,,120.0,1736385882.9433966,1.0,4.61484387415112e-06,,,,
3537,382,0.9411764740943909,3550.327845266,0.19595825672149658,121.0,1736385890.1915789,,,,,,
3537,383,,3550.332151891,,121.0,1736385890.196033,1.0,4.756252565130126e-06,,,,
3549,384,,3553.693783509,,,1736385893.5575197,,,1e-05,,,
3549,385,,3553.807326989,,122.0,1736385893.6712108,,,,3.207462214049883e-06,,
3566,386,0.9411764740943909,3557.451453284,0.20913785696029663,122.0,1736385897.3152168,,,,,,
3566,387,,3587.698207952,,122.0,1736385927.561824,1.0,4.503428044699831e-06,,,,
3595,388,0.9411764740943909,3595.024459951,0.24346555769443512,123.0,1736385934.888213,,,,,,
3595,389,,3595.028828854,,123.0,1736385934.8927152,1.0,4.623019776772708e-06,,,,
3599,390,,3597.428150194,,,1736385937.2915075,,,1e-05,,,
3599,391,,3597.543374852,,124.0,1736385937.407236,,,,4.634209744835971e-06,,
3624,392,0.9411764740943909,3602.184693955,0.24828658998012543,124.0,1736385942.0484705,,,,,,
3624,393,,3602.188878453,,124.0,1736385942.0527587,1.0,4.544071089185309e-06,,,,
3649,394,,3607.224816348,,,1736385947.0884867,,,1e-05,,,
3649,395,,3607.338987149,,125.0,1736385947.202588,,,,3.1739195947011467e-06,,
3653,396,0.9509803652763367,3609.435388727,0.2048254758119583,125.0,1736385949.2991405,,,,,,
3653,397,,3638.661160379,,125.0,1736385978.5247314,1.0,4.232549144944642e-06,,,,
3682,398,0.9411764740943909,3645.972673544,0.19752511382102966,126.0,1736385985.8364313,,,,,,
3682,399,,3645.977284631,,126.0,1736385985.841169,1.0,4.354741577117238e-06,,,,
3699,400,,3649.969951744,,,1736385989.8336158,,,1e-05,,,
3699,401,,3650.084219507,,127.0,1736385989.9480474,,,,3.1292308904085075e-06,,
3711,402,0.9411764740943909,3653.114672475,0.21744529902935028,127.0,1736385992.9784124,,,,,,
3711,403,,3653.119705422,,127.0,1736385992.983554,1.0,4.365776021586498e-06,,,,
3740,404,0.9411764740943909,3660.280866404,0.18987694382667542,128.0,1736386000.1445827,,,,,,
3740,405,,3660.285332339,,128.0,1736386000.1491992,1.0,4.265140887582675e-06,,,,
3749,406,,3663.318226485,,,1736386003.1819239,,,1e-05,,,
3749,407,,3663.432159477,,129.0,1736386003.2959976,,,,3.3564710975042544e-06,,
3769,408,0.9411764740943909,3667.430111107,0.25133562088012695,129.0,1736386007.293858,,,,,,
3769,409,,3667.43442074,,129.0,1736386007.2983003,1.0,4.304227786633419e-06,,,,
3798,410,0.9313725233078003,3674.557578779,0.24320505559444427,130.0,1736386014.4213245,,,,,,
3798,411,,3705.783757276,,130.0,1736386045.6473796,1.0,4.200733656034572e-06,,,,
3799,412,,3707.74219168,,,1736386047.6047685,,,1e-05,,,
3799,413,,3707.881511762,,131.0,1736386047.7446346,,,,3.058452875848161e-06,,
3827,414,0.9411764740943909,3712.92288763,0.21781502664089203,131.0,1736386052.7866523,,,,,,
3827,415,,3745.092307495,,131.0,1736386084.9559748,1.0,3.881030806951458e-06,,,,
3849,416,,3749.856256128,,,1736386089.7199948,,,1e-05,,,
3849,417,,3749.970045195,,132.0,1736386089.8338726,,,,3.2149109756574035e-06,,
3856,418,0.9411764740943909,3752.408417414,0.21396131813526154,132.0,1736386092.2721705,,,,,,
3856,419,,3752.4128025,,132.0,1736386092.2766623,1.0,4.058280865137931e-06,,,,
3885,420,0.9411764740943909,3759.514670466,0.22314830124378204,133.0,1736386099.3784323,,,,,,
3885,421,,3759.518890182,,133.0,1736386099.3827693,1.0,4.026725491712568e-06,,,,
3899,422,,3763.145347939,,,1736386103.009004,,,1e-05,,,
3899,423,,3763.259446851,,134.0,1736386103.1229227,,,,3.5576356367528206e-06,,
3914,424,0.9313725233078003,3766.656264709,0.2579667270183563,134.0,1736386106.5200086,,,,,,
3914,425,,3798.232418978,,134.0,1736386138.0961945,1.0,3.7311760934244376e-06,,,,
3943,426,0.9411764740943909,3805.48126463,0.2102918177843094,135.0,1736386145.344982,,,,,,
3943,427,,3835.524529558,,135.0,1736386175.3882084,1.0,3.6649473713623593e-06,,,,
3949,428,,3838.368986445,,,1736386178.2326782,,,1e-05,,,
3949,429,,3838.482861363,,136.0,1736386178.3466947,,,,4.015839294879697e-06,,
3972,430,0.9411764740943909,3842.858255655,0.20284566283226013,136.0,1736386182.7220209,,,,,,
3972,431,,3873.461857704,,136.0,1736386213.3254914,1.0,3.6500155147223268e-06,,,,
3999,432,,3878.958274183,,,1736386218.8219717,,,1e-05,,,
3999,433,,3879.072317047,,137.0,1736386218.9361987,,,,6.481951459136326e-06,,
4001,434,0.9411764740943909,3880.897189774,0.18970899283885956,137.0,1736386220.7609675,,,,,,
4001,435,,3911.565215309,,137.0,1736386251.4287996,1.0,3.6141768759989645e-06,,,,
4030,436,0.9411764740943909,3918.761920585,0.23657119274139404,138.0,1736386258.6256075,,,,,,
4030,437,,3947.67867866,,138.0,1736386287.5424664,1.0,3.5496370855980786e-06,,,,
4049,438,,3952.117426837,,,1736386291.98113,,,1e-05,,,
4049,439,,3952.23134642,,139.0,1736386292.0951903,,,,3.047272684852942e-06,,
4059,440,0.9411764740943909,3955.044818226,0.22441762685775757,139.0,1736386294.9085557,,,,,,
4059,441,,3984.986588263,,139.0,1736386324.850369,1.0,3.521324288158212e-06,,,,
4088,442,0.9215686321258545,3992.099720931,0.225356325507164,140.0,1736386331.9634624,,,,,,
4088,443,,3992.104044664,,140.0,1736386331.9679263,1.0,3.7058491670904914e-06,,,,
4099,444,,3995.462612834,,,1736386335.3262348,,,1e-05,,,
4099,445,,3995.57644327,,141.0,1736386335.4402852,,,,2.3916286409075838e-06,,
4117,446,0.9411764740943909,3999.368839597,0.25876468420028687,141.0,1736386339.232553,,,,,,
4117,447,,3999.373237449,,141.0,1736386339.2370906,1.0,3.592488837966812e-06,,,,
4146,448,0.9411764740943909,4006.511849755,0.20398445427417755,142.0,1736386346.375601,,,,,,
4146,449,,4037.647986531,,142.0,1736386377.511674,1.0,3.2856396501301788e-06,,,,
4149,450,,4040.156399669,,,1736386380.0177326,,,1e-05,,,
4149,451,,4040.282959183,,143.0,1736386380.1455703,,,,3.2521577395527856e-06,,
4175,452,0.9411764740943909,4045.027323884,0.2072930932044983,143.0,1736386384.891071,,,,,,
4175,453,,4045.031873861,,143.0,1736386384.895736,1.0,3.4395195598335704e-06,,,,
4199,454,,4049.891490141,,,1736386389.75518,,,1e-05,,,
4199,455,,4050.00589306,,144.0,1736386389.869246,,,,3.5613556974567473e-06,,
4204,456,0.9313725233078003,4052.189591033,0.217874214053154,144.0,1736386392.0532773,,,,,,
4204,457,,4052.194049509,,144.0,1736386392.057924,1.0,3.336672079967684e-06,,,,
4233,458,0.9313725233078003,4059.36029064,0.2269899845123291,145.0,1736386399.2240546,,,,,,
4233,459,,4089.566579342,,145.0,1736386429.4302645,1.0,3.1830543321120786e-06,,,,
4249,460,,4093.555904816,,,1736386433.4195857,,,1e-05,,,
4249,461,,4093.670123069,,146.0,1736386433.5337238,,,,3.5166590350854676e-06,,
4262,462,0.9509803652763367,4096.840096887,0.1964731216430664,146.0,1736386436.7038412,,,,,,
4262,463,,4096.844921669,,146.0,1736386436.7087803,1.0,3.2403193017671583e-06,,,,
4263,464,,4101.167983316,,147.0,1736386441.031722,,,,,0.9411764740943909,0.22822944819927216
